"398";"Удобство ремонта";"Время действия неподвижного объекта";"Дробления"
"399";"Удобство ремонта";"Затраты энергии подвижным объектом";"Динамичности"
"400";"Удобство ремонта";"Затраты энергии подвижным объектом";"Дробления"
"401";"Удобство ремонта";"Затраты энергии подвижным объектом";"Частичного или избыточного действия"
"402";"Удобство ремонта";"Потери времени";"Дробления"
"403";"Удобство ремонта";"Потери времени";"Предварительного действия"
"404";"Удобство ремонта";"Потери времени";"Самообслуживания"
"405";"Удобство ремонта";"Надёжность";"Заранее подложенной подушки"
"406";"Удобство ремонта";"Надёжность";"Предварительного действия"
"407";"Удобство ремонта";"Надёжность";"Дробления"
"408";"Удобство ремонта";"Надёжность";"Частичного или избыточного действия"
"409";"Удобство ремонта";"Точность измерения";"Предварительного действия"
"410";"Удобство ремонта";"Точность измерения";"Вынесения"
"411";"Удобство ремонта";"Точность измерения";"Наоборот"
"412";"Удобство ремонта";"Точность изготовления";"Самообслуживания"
"413";"Удобство ремонта";"Точность изготовления";"Предварительного действия"
"414";"Удобство ремонта";"Вредные факторы, действующие на объект";"Предварительного действия"
"415";"Удобство ремонта";"Вредные факторы, действующие на объект";"Вынесения"
"416";"Удобство ремонта";"Вредные факторы, действующие на объект";"Частичного или избыточного действия"
"417";"Удобство ремонта";"Удобство изготовления";"Дробления"
"418";"Удобство ремонта";"Удобство изготовления";"Заранее подложенной подушки"
"419";"Удобство ремонта";"Удобство изготовления";"Предварительного действия"
"420";"Удобство ремонта";"Удобство эксплуатации";"Дробления"
"421";"Удобство ремонта";"Удобство эксплуатации";"Копирования"
"422";"Удобство ремонта";"Удобство эксплуатации";"Динамичности"
"423";"Удобство ремонта";"Адаптация, универсальность";"Матрешки"
"424";"Удобство ремонта";"Адаптация, универсальность";"Дробления"
"425";"Удобство ремонта";"Адаптация, универсальность";"Асиметрия"
"426";"Удобство ремонта";"Адаптация, универсальность";"Частичного или избыточного действия"
"427";"Удобство ремонта";"Сложность устройства";"Дробления"
"428";"Удобство ремонта";"Сложность устройства";"Заранее подложенной подушки"
"429";"Удобство ремонта";"Сложность устройства";"Наоборот"
"430";"Удобство ремонта";"Производительность";"Дробления"
"431";"Удобство ремонта";"Производительность";"Предварительного действия"
"432";"Адаптация, универсальность";"Скорость";"Предварительного действия"
"433";"Адаптация, универсальность";"Время действия подвижного объекта";"Наоборот"
"434";"Адаптация, универсальность";"Время действия подвижного объекта";"Дробления"
"435";"Адаптация, универсальность";"Время действия неподвижного объекта";"Вынесения"
"436";"Адаптация, универсальность";"Время действия неподвижного объекта";"Частичного или избыточного действия"
"437";"Адаптация, универсальность";"Затраты энергии подвижным объектом";"Периодического действия"
"438";"Адаптация, универсальность";"Затраты энергии подвижным объектом";"Наоборот"
"439";"Адаптация, универсальность";"Надёжность";"Наоборот"
"440";"Адаптация, универсальность";"Надёжность";"Посредника"
"441";"Адаптация, универсальность";"Точность измерения";"Объединения"
"442";"Адаптация, универсальность";"Точность измерения";"Дробления"
"443";"Адаптация, универсальность";"Точность измерения";"Предварительного действия"
"444";"Адаптация, универсальность";"Вредные факторы, действующие на объект";"Заранее подложенной подушки"
"445";"Адаптация, универсальность";"Удобство изготовления";"Дробления"
"446";"Адаптация, универсальность";"Удобство изготовления";"Наоборот"
"447";"Адаптация, универсальность";"Удобство эксплуатации";"Динамичности"
"448";"Адаптация, универсальность";"Удобство эксплуатации";"Отброса и регенерации частей"
"449";"Адаптация, универсальность";"Удобство эксплуатации";"Дробления"
"450";"Адаптация, универсальность";"Удобство эксплуатации";"Частичного или избыточного действия"
"451";"Адаптация, универсальность";"Удобство ремонта";"Дробления"
"452";"Адаптация, универсальность";"Удобство ремонта";"Частичного или избыточного действия"
"453";"Адаптация, универсальность";"Удобство ремонта";"Матрешки"
"454";"Адаптация, универсальность";"Удобство ремонта";"Асиметрия"
"455";"Адаптация, универсальность";"Сложность устройства";"Динамичности"
"456";"Адаптация, универсальность";"Производительность";"Копирования"
"457";"Адаптация, универсальность";"Производительность";"Универсальности"
"458";"Сложность устройства";"Скорость";"Отброса и регенерации частей"
"459";"Сложность устройства";"Скорость";"Предварительного действия"
"460";"Сложность устройства";"Время действия подвижного объекта";"Предварительного действия"
"461";"Сложность устройства";"Время действия подвижного объекта";"Асиметрия"
"462";"Сложность устройства";"Время действия подвижного объекта";"Динамичности"
"463";"Сложность устройства";"Затраты энергии подвижным объектом";"Дешевая недолговечность взамен дорогой долговечности"
"464";"Сложность устройства";"Затраты энергии подвижным объектом";"Вынесения"
"465";"Сложность устройства";"Потери времени";"Универсальности"
"466";"Сложность устройства";"Надёжность";"Наоборот"
"467";"Сложность устройства";"Надёжность";"Дробления"
"468";"Сложность устройства";"Точность измерения";"Вынесения"
"469";"Сложность устройства";"Точность измерения";"Копирования"
"470";"Сложность устройства";"Точность измерения";"Предварительного действия"
"471";"Сложность устройства";"Точность измерения";"Отброса и регенерации частей"
"472";"Сложность устройства";"Точность изготовления";"Копирования"
"473";"Сложность устройства";"Точность изготовления";"Посредника"
"474";"Сложность устройства";"Вредные факторы, действующие на объект";"Обратить вред в пользу"
"475";"Сложность устройства";"Вредные факторы, действующие на объект";"Периодического действия"
"476";"Сложность устройства";"Вредные факторы самого объекта";"Периодического действия"
"477";"Сложность устройства";"Вредные факторы самого объекта";"Дробления"
"478";"Сложность устройства";"Удобство изготовления";"Дешевая недолговечность взамен дорогой долговечности"
"479";"Сложность устройства";"Удобство изготовления";"Копирования"
"480";"Сложность устройства";"Удобство изготовления";"Дробления"
"481";"Сложность устройства";"Удобство изготовления";"Наоборот"
"482";"Сложность устройства";"Удобство эксплуатации";"Дешевая недолговечность взамен дорогой долговечности"
"483";"Сложность устройства";"Удобство эксплуатации";"Предварительного антидействия"
"484";"Сложность устройства";"Удобство эксплуатации";"Копирования"
"485";"Сложность устройства";"Удобство эксплуатации";"Посредника"
"486";"Сложность устройства";"Удобство ремонта";"Дробления"
"487";"Сложность устройства";"Удобство ремонта";"Наоборот"
"488";"Сложность устройства";"Адаптация, универсальность";"Динамичности"
"489";"Сложность устройства";"Сложность контроля и измерения";"Динамичности"
"490";"Сложность устройства";"Сложность контроля и измерения";"Предварительного действия"
"491";"Сложность контроля и измерения";"Скорость";"Местного качества"
"492";"Сложность контроля и измерения";"Скорость";"Асиметрия"
"493";"Сложность контроля и измерения";"Скорость";"Частичного или избыточного действия"
"494";"Сложность контроля и измерения";"Время действия подвижного объекта";"Периодического действия"
"495";"Сложность контроля и измерения";"Время действия подвижного объекта";"Самообслуживания"
"496";"Сложность контроля и измерения";"Время действия неподвижного объекта";"Самообслуживания"
"497";"Сложность контроля и измерения";"Время действия неподвижного объекта";"Отброса и регенерации частей"
"498";"Сложность контроля и измерения";"Время действия неподвижного объекта";"Универсальности"
"499";"Сложность контроля и измерения";"Затраты энергии неподвижным объектом";"Периодического действия"
"500";"Сложность контроля и измерения";"Затраты энергии неподвижным объектом";"Частичного или избыточного действия"
"501";"Сложность контроля и измерения";"Потери информации";"Однородности"
"502";"Сложность контроля и измерения";"Потери информации";"Дешевая недолговечность взамен дорогой долговечности"
"503";"Сложность контроля и измерения";"Потери информации";"Обратить вред в пользу"
"504";"Сложность контроля и измерения";"Потери времени";"Предварительного антидействия"
"505";"Сложность контроля и измерения";"Надёжность";"Дешевая недолговечность взамен дорогой долговечности"
"506";"Сложность контроля и измерения";"Точность измерения";"Копирования"
"507";"Сложность контроля и измерения";"Точность измерения";"Посредника"
"508";"Сложность контроля и измерения";"Вредные факторы, действующие на объект";"Обратить вред в пользу"
"509";"Сложность контроля и измерения";"Вредные факторы, действующие на объект";"Периодического действия"
"510";"Сложность контроля и измерения";"Вредные факторы самого объекта";"Вынесения"
"511";"Сложность контроля и измерения";"Удобство изготовления";"Объединения"
"512";"Сложность контроля и измерения";"Удобство изготовления";"Заранее подложенной подушки"
"513";"Сложность контроля и измерения";"Удобство эксплуатации";"Вынесения"
"514";"Сложность контроля и измерения";"Удобство эксплуатации";"Объединения"
"515";"Сложность контроля и измерения";"Удобство ремонта";"Копирования"
"516";"Сложность контроля и измерения";"Адаптация, универсальность";"Дробления"
"517";"Сложность контроля и измерения";"Адаптация, универсальность";"Динамичности"
"518";"Сложность контроля и измерения";"Сложность устройства";"Динамичности"
"519";"Сложность контроля и измерения";"Сложность устройства";"Предварительного действия"
"520";"Производительность";"Время действия подвижного объекта";"Предварительного действия"
"521";"Производительность";"Время действия подвижного объекта";"Вынесения"
"522";"Производительность";"Время действия неподвижного объекта";"Непрерывности полезного действия"
"523";"Производительность";"Время действия неподвижного объекта";"Предварительного действия"
"524";"Производительность";"Время действия неподвижного объекта";"Частичного или избыточного действия"
"525";"Производительность";"Затраты энергии подвижным объектом";"Предварительного действия"
"526";"Производительность";"Затраты энергии подвижным объектом";"Периодического действия"
"527";"Производительность";"Затраты энергии неподвижным объектом";"Дробления"
"528";"Производительность";"Потери информации";"Наоборот"
"529";"Производительность";"Потери информации";"Динамичности"
"530";"Производительность";"Потери информации";"Обратной связи"
"531";"Производительность";"Надёжность";"Дробления"
"532";"Производительность";"Надёжность";"Предварительного действия"
"533";"Производительность";"Точность измерения";"Дробления"
"534";"Производительность";"Точность измерения";"Предварительного действия"
"535";"Производительность";"Точность измерения";"Отброса и регенерации частей"
"536";"Производительность";"Точность изготовления";"Дробления"
"537";"Производительность";"Точность изготовления";"Предварительного действия"
"538";"Производительность";"Вредные факторы, действующие на объект";"Обратить вред в пользу"
"539";"Производительность";"Вредные факторы, действующие на объект";"Наоборот"
"540";"Производительность";"Вредные факторы самого объекта";"Обратить вред в пользу"
"541";"Производительность";"Удобство изготовления";"Вынесения"
"542";"Производительность";"Удобство изготовления";"Посредника"
"543";"Производительность";"Удобство эксплуатации";"Дробления"
"544";"Производительность";"Удобство эксплуатации";"Матрешки"
"545";"Производительность";"Удобство эксплуатации";"Периодического действия"
"546";"Производительность";"Удобство ремонта";"Дробления"
"547";"Производительность";"Удобство ремонта";"Предварительного действия"
"548";"Производительность";"Удобство ремонта";"Самообслуживания"
"549";"Производительность";"Адаптация, универсальность";"Дробления"
"550";"Производительность";"Сложность устройства";"Посредника"
"551";"Производительность";"Сложность контроля и измерения";"Дешевая недолговечность взамен дорогой долговечности"
"552";"Производительность";"Сложность контроля и измерения";"Вынесения"
